Country,Job Title,Rural,Quantity,Percentage
Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Rural,1,0.01%
Austria,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,1,0.01%
Austria,Unemployed,Rural,28,0.29%
Austria,Unemployed,Urban,31,0.32%
Belgium,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,1,0.01%
Belgium,Automatic Data Processing Planner,Rural,1,0.01%
Belgium,Automatic Data Processing Planner,Urban,1,0.01%
Belgium,Automatic Data Processing Planner (ADP Planner),Urban,1,0.01%
Belgium,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,1,0.01%
Belgium,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,1,0.01%
Belgium,Clinical Data Associate,Rural,3,0.03%
Belgium,Clinical Data Coordinator,Urban,1,0.01%
Belgium,Crime Data Specialist,Urban,1,0.01%
Belgium,Data Administrator,Rural,1,0.01%
Belgium,Data Administrator,Urban,2,0.02%
Belgium,Data Architect,Rural,1,0.01%
Belgium,Data Architect,Urban,2,0.02%
Belgium,Data Base Design Analyst,Rural,1,0.01%
Belgium,Data Capture Specialist,Urban,1,0.01%
Belgium,Data Collector,Urban,1,0.01%
Belgium,Data Communications Analyst,Rural,1,0.01%
Belgium,Data Coordinator,Urban,1,0.01%
Belgium,Data Entry Associate,Urban,1,0.01%
Belgium,Data Entry Representative,Rural,1,0.01%
Belgium,Data Entry Specialist,Rural,1,0.01%
Belgium,Data Management Associate,Urban,1,0.01%
Belgium,Data Management Information Technology Specialist,Rural,1,0.01%
Belgium,Data Management Information Technology Specialist,Urban,1,0.01%
Belgium,Data Manager,Rural,1,0.01%
Belgium,Data Miner,Urban,1,0.01%
Belgium,Data Officer,Rural,2,0.02%
Belgium,Data Officer,Urban,2,0.02%
Belgium,Data Processing Consultant,Rural,1,0.01%
Belgium,Data Processing Manager,Rural,1,0.01%
Belgium,Data Processing Systems Analyst,Urban,2,0.02%
Belgium,Data Processing Systems Project Planner,Urban,2,0.02%
Belgium,Data Recovery Planner,Rural,1,0.01%
Belgium,Data Scientist,Rural,1,0.01%
Belgium,Data Scientist,Urban,3,0.03%
Belgium,Data Security Administrator,Rural,1,0.01%
Belgium,Data Security Administrator,Urban,2,0.02%
Belgium,Data Security Analyst,Rural,1,0.01%
Belgium,Data Security Analyst,Urban,1,0.01%
Belgium,Data Storage Specialist,Urban,1,0.01%
Belgium,Data Systems Manager,Rural,1,0.01%
Belgium,Data Warehouse Analyst,Urban,1,0.01%
Belgium,Data Warehouse Developer,Rural,1,0.01%
Belgium,Data Warehouse Specialist,Rural,1,0.01%
Belgium,Data Warehouse Specialist,Urban,1,0.01%
Belgium,Data Warehousing Manager,Urban,2,0.02%
Belgium,Database Administration Associate,Urban,2,0.02%
Belgium,Database Architect,Urban,1,0.01%
Belgium,Database Consultant,Rural,1,0.01%
Belgium,Database Consultant,Urban,1,0.01%
Belgium,Database Coordinator,Urban,1,0.01%
Belgium,Database Design Analyst,Rural,1,0.01%
Belgium,Database Designer,Urban,2,0.02%
Belgium,Database Development and Administration Project Manager,Urban,1,0.01%
Belgium,Database Engineer,Rural,1,0.01%
Belgium,Database Engineer,Urban,2,0.02%
Belgium,Database Management System Specialist (DBMS Specialist),Rural,1,0.01%
Belgium,Database Management System Specialist (DBMS Specialist),Urban,1,0.01%
Belgium,Database Manager,Rural,1,0.01%
Belgium,Database Manager,Urban,2,0.02%
Belgium,Database Marketing Analyst,Rural,1,0.01%
Belgium,Database Marketing Analyst,Urban,1,0.01%
Belgium,Database Security Administrator,Urban,1,0.01%
Belgium,Database Software Technician,Rural,1,0.01%
Belgium,Database Tester,Urban,2,0.02%
Belgium,Director of Data Operations,Rural,1,0.01%
Belgium,Director of Data Operations,Urban,2,0.02%
Belgium,Electronic Data Processing Auditor (EDP Auditor),Rural,1,0.01%
Belgium,Field Artillery Automated Tactical Data System Specialist,Rural,1,0.01%
Belgium,Flight Data Technician,Urban,1,0.01%
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),Rural,1,0.01%
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),Urban,2,0.02%
Belgium,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,2,0.02%
Belgium,Head of Information Systems and Data Processing,Urban,1,0.01%
Belgium,Health Data Analyst,Rural,2,0.02%
Belgium,Health Data Analyst,Urban,1,0.01%
Belgium,Log Data Technician,Rural,1,0.01%
Belgium,Marketing Database Analyst,Urban,1,0.01%
Belgium,Medical Data Analyst,Rural,1,0.01%
Belgium,Oracle Database Administrator (Oracle DBA),Urban,1,0.01%
Belgium,Reference Data Expert,Urban,1,0.01%
Belgium,SQL Database Administrator,Urban,1,0.01%
Belgium,Unemployed,Rural,30,0.31%
Belgium,Unemployed,Urban,46,0.48%
Bulgaria,Automatic Data Processing Planner,Urban,1,0.01%
Bulgaria,Automatic Data Processing Planner (ADP Planner),Urban,1,0.01%
Bulgaria,Business Database Analyst,Urban,1,0.01%
Bulgaria,Clinical Data Management Associate Director,Urban,1,0.01%
Bulgaria,Clinical Data Manager,Urban,1,0.01%
Bulgaria,Computer or Data Processing Systems Consultant,Urban,1,0.01%
Bulgaria,Data Abstractor,Urban,1,0.01%
Bulgaria,Data Administrator,Urban,2,0.02%
Bulgaria,Data Architect,Urban,2,0.02%
Bulgaria,Data Base Design Analyst,Urban,1,0.01%
Bulgaria,Data Center Manager,Urban,1,0.01%
Bulgaria,Data Center Operator,Urban,1,0.01%
Bulgaria,Data Communications Analyst,Urban,1,0.01%
Bulgaria,Data Compiler,Urban,1,0.01%
Bulgaria,Data Control Assistant,Urban,1,0.01%
Bulgaria,Data Coordinator,Urban,1,0.01%
Bulgaria,Data Management Associate,Urban,1,0.01%
Bulgaria,Data Management Information Technology Specialist,Rural,1,0.01%
Bulgaria,Data Miner,Urban,2,0.02%
Bulgaria,Data Modeling Specialist,Urban,1,0.01%
Bulgaria,Data Officer,Urban,1,0.01%
Bulgaria,Data Operations Director,Urban,1,0.01%
Bulgaria,Data Processing Auditor,Rural,1,0.01%
Bulgaria,Data Processing Auditor,Urban,1,0.01%
Bulgaria,Data Processing Manager,Urban,3,0.03%
Bulgaria,Data Processing Systems Analyst,Urban,2,0.02%
Bulgaria,Data Recovery Planner,Urban,1,0.01%
Bulgaria,Data Reduction Technician,Urban,1,0.01%
Bulgaria,Data Security Administrator,Urban,1,0.01%
Bulgaria,Data Security Analyst,Urban,1,0.01%
Bulgaria,Data Storage Specialist,Urban,1,0.01%
Bulgaria,Data Systems Manager,Urban,1,0.01%
Bulgaria,Data Warehouse Architect,Urban,3,0.03%
Bulgaria,Data Warehouse Developer,Urban,2,0.02%
Bulgaria,Data Warehouse Specialist,Urban,5,0.05%
Bulgaria,Data Warehousing Engineer,Urban,1,0.01%
Bulgaria,Data Warehousing Specialist,Urban,2,0.02%
Bulgaria,Database Administration Associate,Urban,2,0.02%
Bulgaria,Database Administration Manager,Urban,1,0.01%
Bulgaria,Database Analyst,Urban,1,0.01%
Bulgaria,Database Architect,Urban,1,0.01%
Bulgaria,Database Consultant,Urban,1,0.01%
Bulgaria,Database Coordinator,Urban,1,0.01%
Bulgaria,Database Design Analyst,Urban,1,0.01%
Bulgaria,Database Designer,Urban,2,0.02%
Bulgaria,Database Development Project Manager,Urban,1,0.01%
Bulgaria,Database Modeler,Urban,2,0.02%
Bulgaria,Database Security Administrator,Urban,1,0.01%
Bulgaria,Database Security Expert,Urban,1,0.01%
Bulgaria,Database Software Technician,Urban,2,0.02%
Bulgaria,Database Tester,Rural,1,0.01%
Bulgaria,Database Tester,Urban,1,0.01%
Bulgaria,Director of Data Operations,Urban,1,0.01%
Bulgaria,Electronic Data Processing Auditor (EDP Auditor),Urban,1,0.01%
Bulgaria,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,3,0.03%
Bulgaria,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,1,0.01%
Bulgaria,Geographic Information Systems Data Manager (GIS Data Manager),Rural,1,0.01%
Bulgaria,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,4,0.04%
Bulgaria,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,2,0.02%
Bulgaria,Head of Information Systems and Data Processing,Urban,3,0.03%
Bulgaria,Internet Database Specialist,Urban,4,0.04%
Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Rural,1,0.01%
Bulgaria,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",Urban,1,0.01%
Bulgaria,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,1,0.01%
Bulgaria,SQL Database Administrator,Urban,2,0.02%
Bulgaria,Survey Data Technician,Urban,1,0.01%
Bulgaria,Unemployed,Rural,6,0.06%
Bulgaria,Unemployed,Urban,39,0.4%
Croatia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,1,0.01%
Croatia,Clinical Data Abstractor,Urban,1,0.01%
Croatia,Clinical Data Management Associate Director,Urban,1,0.01%
Croatia,Computer or Data Processing Systems Consultant,Urban,2,0.02%
Croatia,Data Administrator,Rural,1,0.01%
Croatia,Data Analysis Assistant,Rural,1,0.01%
Croatia,Data Coordinator,Rural,1,0.01%
Croatia,Data Entry Associate,Urban,1,0.01%
Croatia,Data Management Associate,Urban,1,0.01%
Croatia,Data Management Information Technology Specialist,Urban,1,0.01%
Croatia,Data Modeling Specialist,Urban,1,0.01%
Croatia,Data Officer,Urban,1,0.01%
Croatia,Data Operations Director,Urban,1,0.01%
Croatia,Data Processing Manager,Urban,1,0.01%
Croatia,Data Processing Systems Project Planner,Urban,1,0.01%
Croatia,Data Security Administrator,Rural,1,0.01%
Croatia,Data Security Administrator,Urban,1,0.01%
Croatia,Data Storage Specialist,Urban,2,0.02%
Croatia,Data Systems Manager,Urban,2,0.02%
Croatia,Data Warehouse Developer,Rural,1,0.01%
Croatia,Data Warehouse Specialist,Urban,1,0.01%
Croatia,Database Coordinator,Urban,1,0.01%
Croatia,Database Design Analyst,Urban,2,0.02%
Croatia,Database Designer,Urban,1,0.01%
Croatia,Database Engineer,Urban,1,0.01%
Croatia,Database Modeler,Urban,2,0.02%
Croatia,Database Security Administrator,Urban,3,0.03%
Croatia,Database Security Expert,Urban,1,0.01%
Croatia,Database Specialist,Urban,1,0.01%
Croatia,Database Tester,Urban,1,0.01%
Croatia,Electronic Data Interchange System Developer (EDI System Developer),Urban,1,0.01%
Croatia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,1,0.01%
Croatia,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,1,0.01%
Croatia,Geographic Information Systems Data Manager (GIS Data Manager),Urban,2,0.02%
Croatia,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,2,0.02%
Croatia,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,0.01%
Croatia,Head of Information Systems and Data Processing,Urban,1,0.01%
Croatia,Internet Database Specialist,Urban,2,0.02%
Croatia,"Operations Officer, Afloat (Naval Tactical Data Systems)",Urban,1,0.01%
Croatia,Unemployed,Rural,11,0.11%
Croatia,Unemployed,Urban,27,0.28%
Cyprus,Clinical Trials Data Coordinator,Urban,1,0.01%
Cyprus,Data Communications Analyst,Urban,1,0.01%
Cyprus,Data Management Associate,Urban,1,0.01%
Cyprus,Data Modeling Specialist,Urban,1,0.01%
Cyprus,Data Systems Manager,Urban,1,0.01%
Cyprus,Data Warehousing Specialist,Urban,1,0.01%
Cyprus,Database Administrator (DBA),Urban,1,0.01%
Cyprus,Head of Information Systems and Data Processing,Urban,1,0.01%
Cyprus,Unemployed,Urban,5,0.05%
Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,2,0.02%
Czechia,Automatic Data Processing Planner,Urban,2,0.02%
Czechia,Automatic Data Processing Planner (ADP Planner),Urban,1,0.01%
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,1,0.01%
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Urban,2,0.02%
Czechia,Clinical Data Coordinator,Urban,1,0.01%
Czechia,Computer or Data Processing Systems Consultant,Rural,1,0.01%
Czechia,Computer or Data Processing Systems Consultant,Urban,2,0.02%
Czechia,Data Acquisition Technician,Rural,1,0.01%
Czechia,Data Administrator,Urban,2,0.02%
Czechia,Data Architect,Rural,1,0.01%
Czechia,Data Architect,Urban,1,0.01%
Czechia,Data Center Operator,Urban,1,0.01%
Czechia,Data Collection Technician,Rural,1,0.01%
Czechia,Data Communications Analyst,Urban,1,0.01%
Czechia,Data Communications Software Consultant,Urban,1,0.01%
Czechia,Data Control Assistant,Urban,1,0.01%
Czechia,Data Coordinator,Urban,1,0.01%
Czechia,Data Entry Machine Operator,Rural,1,0.01%
Czechia,Data Entry Specialist,Urban,1,0.01%
Czechia,Data Keyer,Urban,1,0.01%
Czechia,Data Management Associate,Rural,1,0.01%
Czechia,Data Management Information Technology Specialist,Urban,1,0.01%
Czechia,Data Manager,Urban,1,0.01%
Czechia,Data Miner,Rural,1,0.01%
Czechia,Data Modeling Specialist,Urban,2,0.02%
Czechia,Data Officer,Urban,4,0.04%
Czechia,Data Operations Director,Rural,1,0.01%
Czechia,Data Operations Director,Urban,2,0.02%
Czechia,Data Processing Auditor,Urban,1,0.01%
Czechia,Data Processing Auxiliary Equipment Operator,Urban,1,0.01%
Czechia,Data Processing Equipment Repairer,Urban,1,0.01%
Czechia,Data Processing Manager,Urban,1,0.01%
Czechia,Data Processing Mechanic,Rural,1,0.01%
Czechia,Data Processing Services Sales Representative,Urban,1,0.01%
Czechia,Data Processing Systems Analyst,Rural,1,0.01%
Czechia,Data Processing Systems Analyst,Urban,2,0.02%
Czechia,Data Processing Systems Project Planner,Rural,2,0.02%
Czechia,Data Sciences Director,Urban,1,0.01%
Czechia,Data Scientist,Rural,1,0.01%
Czechia,Data Security Analyst,Urban,2,0.02%
Czechia,Data Storage Specialist,Rural,2,0.02%
Czechia,Data Storage Specialist,Urban,1,0.01%
Czechia,Data Systems Manager,Rural,1,0.01%
Czechia,Data Technician,Urban,1,0.01%
Czechia,Data Warehouse Analyst,Urban,2,0.02%
Czechia,Data Warehouse Architect,Rural,1,0.01%
Czechia,Data Warehouse Architect,Urban,1,0.01%
Czechia,Data Warehouse Developer,Urban,1,0.01%
Czechia,Data Warehousing Engineer,Urban,1,0.01%
Czechia,Data Warehousing Manager,Urban,2,0.02%
Czechia,Data Warehousing Specialist,Urban,1,0.01%
Czechia,Database Administration Associate,Urban,1,0.01%
Czechia,Database Administrator (DBA),Rural,1,0.01%
Czechia,Database Architect,Rural,1,0.01%
Czechia,Database Architect,Urban,1,0.01%
Czechia,Database Consultant,Urban,3,0.03%
Czechia,Database Coordinator,Urban,2,0.02%
Czechia,Database Designer,Urban,1,0.01%
Czechia,Database Development Project Manager,Rural,1,0.01%
Czechia,Database Development and Administration Project Manager,Rural,1,0.01%
Czechia,Database Engineer,Rural,1,0.01%
Czechia,Database Engineer,Urban,2,0.02%
Czechia,Database Management System Specialist (DBMS Specialist),Urban,1,0.01%
Czechia,Database Marketing Analyst,Urban,1,0.01%
Czechia,Database Security Administrator,Rural,1,0.01%
Czechia,Database Security Administrator,Urban,2,0.02%
Czechia,Database Security Expert,Urban,2,0.02%
Czechia,Database Software Technician,Rural,1,0.01%
Czechia,Database Software Technician,Urban,2,0.02%
Czechia,Database Specialist,Urban,1,0.01%
Czechia,Database Tester,Urban,2,0.02%
Czechia,Databases Computer Consultant,Urban,2,0.02%
Czechia,Databases Software Consultant,Rural,1,0.01%
Czechia,Director of Data Operations,Urban,3,0.03%
Czechia,Electronic Data Processing Auditor (EDP Auditor),Urban,1,0.01%
Czechia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Urban,1,0.01%
Czechia,Flight Test Data Acquisition Technician,Rural,1,0.01%
Czechia,GPS Field Data Collector (Global Positioning System Field Data Collector),Rural,1,0.01%
Czechia,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,1,0.01%
Czechia,Geographic Information Systems Data Manager (GIS Data Manager),Urban,1,0.01%
Czechia,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,2,0.02%
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),Rural,1,0.01%
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),Urban,1,0.01%
Czechia,Head of Information Systems and Data Processing,Urban,3,0.03%
Czechia,Health Data Analyst,Urban,1,0.01%
Czechia,Internet Database Specialist,Urban,4,0.04%
Czechia,Maintenance Data Analyst,Urban,1,0.01%
Czechia,Marketing Database Analyst,Urban,1,0.01%
Czechia,Micro Computer Data Processor,Urban,1,0.01%
Czechia,Naval Tactical Data System--Combat Information Center Officer,Rural,1,0.01%
Czechia,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Urban,1,0.01%
Czechia,Oracle Database Administrator (Oracle DBA),Rural,1,0.01%
Czechia,Oracle Database Administrator (Oracle DBA),Urban,2,0.02%
Czechia,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,1,0.01%
Czechia,SQL Database Administrator,Urban,1,0.01%
Czechia,Unemployed,Rural,23,0.24%
Czechia,Unemployed,Urban,36,0.37%
Denmark,Automatic Data Processing Planner,Rural,1,0.01%
Denmark,Automatic Data Processing Planner,Urban,1,0.01%
Denmark,Automatic Data Processing Planner (ADP Planner),Urban,2,0.02%
Denmark,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Rural,1,0.01%
Denmark,Clinical Data Manager,Rural,1,0.01%
Denmark,Data Architect,Rural,1,0.01%
Denmark,Data Base Design Analyst,Urban,1,0.01%
Denmark,Data Communications Software Consultant,Rural,1,0.01%
Denmark,Data Communications Software Consultant,Urban,3,0.03%
Denmark,Data Coordinator,Urban,2,0.02%
Denmark,Data Keyer,Rural,1,0.01%
Denmark,Data Management Information Technology Specialist,Urban,1,0.01%
Denmark,Data Manager,Urban,1,0.01%
Denmark,Data Officer,Rural,1,0.01%
Denmark,Data Officer,Urban,3,0.03%
Denmark,Data Operations Director,Urban,1,0.01%
Denmark,Data Processing Auditor,Urban,1,0.01%
Denmark,Data Processing Consultant,Urban,2,0.02%
Denmark,Data Processing Manager,Urban,1,0.01%
Denmark,Data Scientist,Urban,1,0.01%
Denmark,Data Storage Specialist,Urban,2,0.02%
Denmark,Data Systems Manager,Urban,1,0.01%
Denmark,Data Transcriber,Urban,1,0.01%
Denmark,Data Typist,Urban,1,0.01%
Denmark,Data Warehouse Analyst,Rural,1,0.01%
Denmark,Data Warehouse Architect,Rural,1,0.01%
Denmark,Data Warehouse Architect,Urban,1,0.01%
Denmark,Data Warehouse Developer,Urban,1,0.01%
Denmark,Data Warehouse Specialist,Rural,1,0.01%
Denmark,Data Warehousing Specialist,Rural,1,0.01%
Denmark,Database Administration Associate,Urban,1,0.01%
Denmark,Database Consultant,Urban,1,0.01%
Denmark,Database Coordinator,Rural,1,0.01%
Denmark,Database Coordinator,Urban,1,0.01%
Denmark,Database Designer,Urban,1,0.01%
Denmark,Database Development and Administration Project Manager,Urban,2,0.02%
Denmark,Database Engineer,Rural,1,0.01%
Denmark,Database Management System Specialist (DBMS Specialist),Rural,1,0.01%
Denmark,Database Management System Specialist (DBMS Specialist),Urban,1,0.01%
Denmark,Database Modeler,Urban,1,0.01%
Denmark,Database Security Expert,Rural,1,0.01%
Denmark,Database Security Expert,Urban,1,0.01%
Denmark,Database Specialist,Urban,3,0.03%
Denmark,Database Tester,Urban,2,0.02%
Denmark,Databases Computer Consultant,Urban,1,0.01%
Denmark,Director of Data Operations,Urban,1,0.01%
Denmark,Electronic Data Interchange System Developer (EDI System Developer),Urban,2,0.02%
Denmark,Electronic Data Processing Auditor (EDP Auditor),Urban,1,0.01%
Denmark,Field Traffic Data Technician,Urban,1,0.01%
Denmark,Health Data Analyst,Urban,1,0.01%
Denmark,Internet Database Specialist,Rural,1,0.01%
Denmark,Medical Data Analyst,Urban,1,0.01%
Denmark,Oracle Database Administrator (Oracle DBA),Urban,3,0.03%
Denmark,SQL Database Administrator,Urban,1,0.01%
Denmark,Survey Data Technician,Rural,1,0.01%
Denmark,Survey Data Technician,Urban,1,0.01%
Denmark,Unemployed,Rural,9,0.09%
Denmark,Unemployed,Urban,39,0.4%
Estonia,Data Base Design Analyst,Urban,1,0.01%
Estonia,Data Collection Technician,Urban,1,0.01%
Estonia,Data Entry Supervisor,Urban,1,0.01%
Estonia,Data Management Information Technology Specialist,Urban,1,0.01%
Estonia,Data Operations Director,Urban,1,0.01%
Estonia,Data Processing Supervisor,Urban,1,0.01%
Estonia,Database Administration Manager,Urban,1,0.01%
Estonia,Database Manager,Urban,1,0.01%
Estonia,Director of Data Operations,Urban,1,0.01%
Estonia,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,1,0.01%
Estonia,Unemployed,Urban,8,0.08%
Finland,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,1,0.01%
Finland,Automatic Data Processing Planner (ADP Planner),Urban,1,0.01%
Finland,Clinical Data Management Manager (CDM Manager),Urban,1,0.01%
Finland,Computer or Data Processing Systems Consultant,Rural,1,0.01%
Finland,Computer or Data Processing Systems Consultant,Urban,1,0.01%
Finland,Data Administrator,Urban,1,0.01%
Finland,Data Analysis Assistant,Urban,1,0.01%
Finland,Data Architect,Rural,1,0.01%
Finland,Data Collection Technician,Urban,1,0.01%
Finland,Data Communications Analyst,Urban,1,0.01%
Finland,Data Coordinator,Urban,3,0.03%
Finland,Data Entry Representative,Urban,1,0.01%
Finland,Data Management Information Technology Specialist,Urban,1,0.01%
Finland,Data Manager,Urban,1,0.01%
Finland,Data Modeling Specialist,Urban,2,0.02%
Finland,Data Officer,Rural,1,0.01%
Finland,Data Officer,Urban,2,0.02%
Finland,Data Operations Director,Urban,1,0.01%
Finland,Data Processing Auditor,Urban,2,0.02%
Finland,Data Processing Consultant,Urban,1,0.01%
Finland,Data Processing Manager,Urban,1,0.01%
Finland,Data Processing Mechanic,Urban,1,0.01%
Finland,Data Processing Systems Analyst,Rural,1,0.01%
Finland,Data Reduction Technician,Urban,2,0.02%
Finland,Data Scientist,Rural,1,0.01%
Finland,Data Security Analyst,Urban,1,0.01%
Finland,Data Storage Specialist,Rural,1,0.01%
Finland,Data Transcriber,Urban,1,0.01%
Finland,Data Warehouse Developer,Urban,1,0.01%
Finland,Data Warehousing Engineer,Urban,1,0.01%
Finland,Data Warehousing Manager,Rural,1,0.01%
Finland,Data Warehousing Specialist,Rural,1,0.01%
Finland,Database Administration Associate,Urban,1,0.01%
Finland,Database Administration Manager,Urban,3,0.03%
Finland,Database Consultant,Urban,1,0.01%
Finland,Database Coordinator,Urban,1,0.01%
Finland,Database Development Project Manager,Urban,1,0.01%
Finland,Database Development and Administration Project Manager,Urban,1,0.01%
Finland,Database Manager,Urban,1,0.01%
Finland,Database Marketing Analyst,Urban,3,0.03%
Finland,Database Software Technician,Urban,2,0.02%
Finland,Database Specialist,Urban,1,0.01%
Finland,Database Tester,Urban,2,0.02%
Finland,Databases Computer Consultant,Rural,1,0.01%
Finland,Databases Computer Consultant,Urban,1,0.01%
Finland,Databases Software Consultant,Urban,1,0.01%
Finland,Datastage Developer,Urban,1,0.01%
Finland,Director of Data Operations,Urban,2,0.02%
Finland,Electronic Data Processing Auditor (EDP Auditor),Urban,2,0.02%
Finland,Field Artillery Automated Tactical Data System Specialist,Rural,1,0.01%
Finland,Geographic Information Systems Data Administrator (GIS Data Administrator),Rural,1,0.01%
Finland,Geographic Information Systems Data Administrator (GIS Data Administrator),Urban,1,0.01%
Finland,Geographic Information Systems Data Manager (GIS Data Manager),Rural,1,0.01%
Finland,Geographic Information Systems Data Specialist (GIS Data Specialist),Urban,3,0.03%
Finland,Internet Database Specialist,Rural,1,0.01%
Finland,Naval Tactical Data System--Combat Information Center Officer,Urban,1,0.01%
Finland,Oracle Database Administrator (Oracle DBA),Urban,2,0.02%
Finland,SCADA Technician (Supervisory Control and Data Acquisition Technician),Urban,1,0.01%
Finland,Unemployed,Rural,13,0.13%
Finland,Unemployed,Urban,25,0.26%
France,Analytical Data Miner,Urban,2,0.02%
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Rural,4,0.04%
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Urban,7,0.07%
France,Automatic Data Processing Planner,Rural,5,0.05%
